1, 1.37e-07, 4.42333e-07, -2.37333e-07, 1.22333e-07
2, 7.40667e-07, 4.254e-06, -5.12e-07, 8.24e-07
4, 4.586e-06, 2.06717e-05, -5.14667e-07, 4.97667e-07
8, 3.42153e-05, 0.000105328, -1.68033e-06, 1.688e-06
16, 0.00025381, 0.000569414, -1.17197e-05, 1.16363e-05
32, 0.00143119, 0.00176415, -2.61043e-05, 3.96783e-05
64, 0.009403, 0.0123784, -0.00016766, 0.000285835
128, 0.0492992, 0.0986799, -0.00126767, 0.00232673
256, 0.38983, 0.803676, -0.0106115, 0.0191489
512, 3.13592, 6.35899, -0.0926774, 0.159077
1024, 25.0509, 50.5473, -0.757715, 1.29107
