1, 3.892e-06, 2.15697e-05, 2.49023e-05, 5.08133e-06
10, 1.92513e-05, 0.000133294, 0.00013057, 1.9245e-05
50, 8.16693e-05, 0.000641081, 0.000692194, 8.1351e-05
100, 0.000161691, 0.00135988, 0.000554943, 5.838e-05
500, 0.000817656, 0.00273869, 0.00265679, 0.000306522
1000, 0.00158856, 0.00504699, 0.00499718, 0.000592947
5000, 0.00312914, 0.0254553, 0.0254008, 0.00312909
10000, 0.00667457, 0.0504734, 0.058766, 0.0061439
50000, 0.0400337, 0.268118, 0.275539, 0.040655
100000, 0.0842114, 0.538572, 0.544163, 0.0815545
500000, 0.483167, 2.87588, 2.87754, 0.495692
