1, 9.74667e-07, 6.745e-06, 6.331e-06, 9.52e-07
10, 2.25633e-06, 7.95727e-05, 7.1305e-05, 3.68033e-06
50, 8.505e-06, 0.000341778, 0.000308213, 6.78733e-06
100, 1.45057e-05, 0.000680559, 0.000652043, 2.6894e-05
500, 3.54857e-05, 0.0011595, 0.00135141, 3.6945e-05
1000, 0.000188432, 0.00267352, 0.00280205, 7.5091e-05
5000, 0.00115697, 0.0130952, 0.0129147, 0.0004366
10000, 0.0015534, 0.0277669, 0.0276089, 0.000994786
50000, 0.0107488, 0.148239, 0.145433, 0.0109409
100000, 0.0235346, 0.297399, 0.294637, 0.0239254
500000, 0.151404, 1.60535, 1.60696, 0.154464
1000000, 0.351224, 3.44996, 3.43822, 0.37152
5000000, 2.30597, 17.8821, 17.9375, 2.3473
