1, 2.03e-07, 4.24333e-07, -2.74e-07, 1.37e-07
2, 7.50667e-07, 4.028e-06, -3.44e-07, 1.93667e-07
4, 4.71733e-06, 2.18737e-05, -5.16667e-07, 4.27667e-07
8, 3.4252e-05, 8.98427e-05, -1.743e-06, 1.677e-06
16, 0.000253761, 0.00093149, -2.2158e-05, 2.18207e-05
32, 0.00204123, 0.00210248, -2.11697e-05, 3.90983e-05
64, 0.00635753, 0.0167789, -0.000159856, 0.000286531
128, 0.0491341, 0.134509, -0.00135847, 0.00232874
256, 0.390773, 1.08134, -0.0108023, 0.0195175
512, 3.14592, 8.68381, -0.0916499, 0.162299
1024, 25.0106, 70.8851, -0.728108, 1.28518
